ImageA,ImageB,Match_Unmatch
Siamese\ATT_Data\s1\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\8.pgm,Siamese\ATT_Data\s6\3.pgm,1
Siamese\ATT_Data\s27\5.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\2.pgm,Siamese\ATT_Data\s23\3.pgm,1
Siamese\ATT_Data\s33\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s37\3.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s7\4.pgm,Siamese\ATT_Data\s7\10.pgm,1
Siamese\ATT_Data\s13\4.pgm,Siamese\ATT_Data\s13\4.pgm,1
Siamese\ATT_Data\s5\4.pgm,Siamese\ATT_Data\s5\5.pgm,1
Siamese\ATT_Data\s26\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s31\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s40\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s13\8.pgm,Siamese\ATT_Data\s13\1.pgm,1
Siamese\ATT_Data\s30\8.pgm,Siamese\ATT_Data\s30\9.pgm,1
Siamese\ATT_Data\s4\6.pgm,Siamese\ATT_Data\s4\2.pgm,1
Siamese\ATT_Data\s22\9.pgm,Siamese\ATT_Data\s22\8.pgm,1
Siamese\ATT_Data\s34\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s39\5.pgm,Siamese\ATT_Data\s39\5.pgm,1
Siamese\ATT_Data\s16\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s6\5.pgm,Siamese\ATT_Data\s6\3.pgm,1
Siamese\ATT_Data\s37\5.pgm,Siamese\ATT_Data\s37\2.pgm,1
Siamese\ATT_Data\s30\7.pgm,Siamese\ATT_Data\s30\8.pgm,1
Siamese\ATT_Data\s3\1.pgm,Siamese\ATT_Data\s3\5.pgm,1
Siamese\ATT_Data\s2\3.pgm,Siamese\ATT_Data\s2\3.pgm,1
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s28\10.pgm,1
Siamese\ATT_Data\s32\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s26\5.pgm,Siamese\ATT_Data\s26\3.pgm,1
Siamese\ATT_Data\s40\5.pgm,Siamese\ATT_Data\s40\4.pgm,1
Siamese\ATT_Data\s40\5.pgm,Siamese\ATT_Data\s40\8.pgm,1
Siamese\ATT_Data\s31\4.pgm,Siamese\ATT_Data\s31\5.pgm,1
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s1\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s28\10.pgm,Siamese\ATT_Data\s28\3.pgm,1
Siamese\ATT_Data\s30\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\8.pgm,Siamese\ATT_Data\s15\4.pgm,1
Siamese\ATT_Data\s31\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s35\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s39\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s4\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s36\8.pgm,Siamese\ATT_Data\s36\1.pgm,1
Siamese\ATT_Data\s20\10.pgm,Siamese\ATT_Data\s20\8.pgm,1
Siamese\ATT_Data\s29\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s11\2.pgm,Siamese\ATT_Data\s11\8.pgm,1
Siamese\ATT_Data\s8\5.pgm,Siamese\ATT_Data\s8\8.pgm,1
Siamese\ATT_Data\s27\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s11\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s34\4.pgm,Siamese\ATT_Data\s34\9.pgm,1
Siamese\ATT_Data\s37\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s4\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\6.pgm,Siamese\ATT_Data\s40\10.pgm,1
Siamese\ATT_Data\s23\10.pgm,Siamese\ATT_Data\s23\4.pgm,1
Siamese\ATT_Data\s14\5.pgm,Siamese\ATT_Data\s14\10.pgm,1
Siamese\ATT_Data\s4\10.pgm,Siamese\ATT_Data\s4\10.pgm,1
Siamese\ATT_Data\s12\9.pgm,Siamese\ATT_Data\s12\7.pgm,1
Siamese\ATT_Data\s35\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s17\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s13\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s32\4.pgm,Siamese\ATT_Data\s32\9.pgm,1
Siamese\ATT_Data\s38\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s26\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s2\10.pgm,Siamese\ATT_Data\s2\6.pgm,1
Siamese\ATT_Data\s12\2.pgm,Siamese\ATT_Data\s12\2.pgm,1
Siamese\ATT_Data\s22\3.pgm,Siamese\ATT_Data\s22\9.pgm,1
Siamese\ATT_Data\s23\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s21\6.pgm,Siamese\ATT_Data\s21\3.pgm,1
Siamese\ATT_Data\s24\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s8\5.pgm,Siamese\ATT_Data\s8\10.pgm,1
Siamese\ATT_Data\s21\2.pgm,Siamese\ATT_Data\s21\9.pgm,1
Siamese\ATT_Data\s20\4.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s14\7.pgm,Siamese\ATT_Data\s14\10.pgm,1
Siamese\ATT_Data\s8\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s25\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s14\7.pgm,1
Siamese\ATT_Data\s40\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s35\10.pgm,Siamese\ATT_Data\s35\6.pgm,1
Siamese\ATT_Data\s10\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s27\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\6.pgm,Siamese\ATT_Data\s37\10.pgm,1
Siamese\ATT_Data\s36\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s2\5.pgm,Siamese\ATT_Data\s2\6.pgm,1
Siamese\ATT_Data\s33\4.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s17\10.pgm,Siamese\ATT_Data\s17\3.pgm,1
Siamese\ATT_Data\s38\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s23\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s19\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s36\5.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s9\8.pgm,Siamese\ATT_Data\s9\7.pgm,1
Siamese\ATT_Data\s17\4.pgm,Siamese\ATT_Data\s17\10.pgm,1
Siamese\ATT_Data\s10\6.pgm,Siamese\ATT_Data\s10\4.pgm,1
Siamese\ATT_Data\s1\7.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s5\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s5\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s17\2.pgm,Siamese\ATT_Data\s17\10.pgm,1
Siamese\ATT_Data\s33\2.pgm,Siamese\ATT_Data\s33\10.pgm,1
Siamese\ATT_Data\s15\5.pgm,Siamese\ATT_Data\s15\4.pgm,1
Siamese\ATT_Data\s28\8.pgm,Siamese\ATT_Data\s28\9.pgm,1
Siamese\ATT_Data\s34\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s19\1.pgm,Siamese\ATT_Data\s19\1.pgm,1
Siamese\ATT_Data\s13\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s36\8.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s30\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\8.pgm,Siamese\ATT_Data\s22\1.pgm,1
Siamese\ATT_Data\s20\3.pgm,Siamese\ATT_Data\s20\5.pgm,1
Siamese\ATT_Data\s26\5.pgm,Siamese\ATT_Data\s26\7.pgm,1
Siamese\ATT_Data\s3\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s21\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s10\4.pgm,Siamese\ATT_Data\s10\4.pgm,1
Siamese\ATT_Data\s8\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s23\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s39\4.pgm,Siamese\ATT_Data\s39\4.pgm,1
Siamese\ATT_Data\s34\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s18\1.pgm,Siamese\ATT_Data\s18\8.pgm,1
Siamese\ATT_Data\s11\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s10\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s30\9.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s6\1.pgm,Siamese\ATT_Data\s6\3.pgm,1
Siamese\ATT_Data\s24\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s14\8.pgm,Siamese\ATT_Data\s14\3.pgm,1
Siamese\ATT_Data\s15\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\2.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s23\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s27\7.pgm,Siamese\ATT_Data\s27\6.pgm,1
Siamese\ATT_Data\s35\10.pgm,Siamese\ATT_Data\s35\8.pgm,1
Siamese\ATT_Data\s3\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s39\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s6\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s2\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s21\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s34\4.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s26\1.pgm,Siamese\ATT_Data\s26\10.pgm,1
Siamese\ATT_Data\s29\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s27\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s9\4.pgm,Siamese\ATT_Data\s9\7.pgm,1
Siamese\ATT_Data\s27\8.pgm,Siamese\ATT_Data\s27\3.pgm,1
Siamese\ATT_Data\s37\8.pgm,Siamese\ATT_Data\s37\9.pgm,1
Siamese\ATT_Data\s25\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s16\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s6\3.pgm,Siamese\ATT_Data\s6\10.pgm,1
Siamese\ATT_Data\s33\10.pgm,Siamese\ATT_Data\s33\5.pgm,1
Siamese\ATT_Data\s14\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s13\10.pgm,Siamese\ATT_Data\s13\4.pgm,1
Siamese\ATT_Data\s1\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s34\2.pgm,Siamese\ATT_Data\s34\8.pgm,1
Siamese\ATT_Data\s8\6.pgm,Siamese\ATT_Data\s8\10.pgm,1
Siamese\ATT_Data\s33\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s33\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s39\8.pgm,Siamese\ATT_Data\s39\7.pgm,1
Siamese\ATT_Data\s17\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s6\3.pgm,1
Siamese\ATT_Data\s13\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s6\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s9\6.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s4\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s11\6.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s15\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s1\1.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s26\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s1\8.pgm,Siamese\ATT_Data\s1\4.pgm,1
Siamese\ATT_Data\s10\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s30\4.pgm,Siamese\ATT_Data\s30\9.pgm,1
Siamese\ATT_Data\s23\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s6\5.pgm,Siamese\ATT_Data\s6\6.pgm,1
Siamese\ATT_Data\s40\7.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s10\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s21\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s37\5.pgm,Siamese\ATT_Data\s37\1.pgm,1
Siamese\ATT_Data\s17\5.pgm,Siamese\ATT_Data\s17\4.pgm,1
Siamese\ATT_Data\s4\7.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s16\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s3\10.pgm,Siamese\ATT_Data\s3\4.pgm,1
Siamese\ATT_Data\s37\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s29\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s34\9.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s19\4.pgm,Siamese\ATT_Data\s19\2.pgm,1
Siamese\ATT_Data\s2\3.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s25\9.pgm,Siamese\ATT_Data\s25\3.pgm,1
Siamese\ATT_Data\s10\2.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s23\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s29\6.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s21\5.pgm,Siamese\ATT_Data\s21\1.pgm,1
Siamese\ATT_Data\s6\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s21\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s16\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s18\6.pgm,Siamese\ATT_Data\s18\8.pgm,1
Siamese\ATT_Data\s14\6.pgm,Siamese\ATT_Data\s14\7.pgm,1
Siamese\ATT_Data\s27\7.pgm,Siamese\ATT_Data\s27\5.pgm,1
Siamese\ATT_Data\s39\8.pgm,Siamese\ATT_Data\s39\4.pgm,1
Siamese\ATT_Data\s12\10.pgm,Siamese\ATT_Data\s12\2.pgm,1
Siamese\ATT_Data\s3\5.pgm,Siamese\ATT_Data\s3\4.pgm,1
Siamese\ATT_Data\s18\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s29\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s20\8.pgm,Siamese\ATT_Data\s20\8.pgm,1
Siamese\ATT_Data\s1\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s23\4.pgm,Siamese\ATT_Data\s23\3.pgm,1
Siamese\ATT_Data\s18\9.pgm,Siamese\ATT_Data\s18\4.pgm,1
Siamese\ATT_Data\s22\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s12\3.pgm,Siamese\ATT_Data\s12\8.pgm,1
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s5\8.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s37\4.pgm,Siamese\ATT_Data\s37\10.pgm,1
Siamese\ATT_Data\s8\8.pgm,Siamese\ATT_Data\s8\9.pgm,1
Siamese\ATT_Data\s9\6.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s25\8.pgm,Siamese\ATT_Data\s25\5.pgm,1
Siamese\ATT_Data\s34\3.pgm,Siamese\ATT_Data\s34\9.pgm,1
Siamese\ATT_Data\s16\7.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s13\7.pgm,Siamese\ATT_Data\s13\8.pgm,1
Siamese\ATT_Data\s9\7.pgm,Siamese\ATT_Data\s9\3.pgm,1
Siamese\ATT_Data\s11\7.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s26\5.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s23\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s8\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s15\8.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s12\7.pgm,Siamese\ATT_Data\s12\6.pgm,1
Siamese\ATT_Data\s31\8.pgm,Siamese\ATT_Data\s31\4.pgm,1
Siamese\ATT_Data\s20\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s22\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s21\8.pgm,Siamese\ATT_Data\s21\3.pgm,1
Siamese\ATT_Data\s5\7.pgm,Siamese\ATT_Data\s5\4.pgm,1
Siamese\ATT_Data\s17\10.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s23\3.pgm,Siamese\ATT_Data\s23\9.pgm,1
Siamese\ATT_Data\s14\10.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s8\3.pgm,Siamese\ATT_Data\s8\7.pgm,1
Siamese\ATT_Data\s6\8.pgm,Siamese\ATT_Data\s6\6.pgm,1
Siamese\ATT_Data\s19\2.pgm,Siamese\ATT_Data\s19\2.pgm,1
Siamese\ATT_Data\s13\9.pgm,Siamese\ATT_Data\s13\5.pgm,1
Siamese\ATT_Data\s36\9.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s12\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s24\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s3\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\10.pgm,Siamese\ATT_Data\s6\6.pgm,1
Siamese\ATT_Data\s33\3.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s30\3.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s25\4.pgm,Siamese\ATT_Data\s25\9.pgm,1
Siamese\ATT_Data\s7\9.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s25\7.pgm,Siamese\ATT_Data\s25\10.pgm,1
Siamese\ATT_Data\s36\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s10\4.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s24\6.pgm,Siamese\ATT_Data\s24\7.pgm,1
Siamese\ATT_Data\s12\9.pgm,Siamese\ATT_Data\s12\9.pgm,1
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s28\5.pgm,1
Siamese\ATT_Data\s35\8.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s27\5.pgm,Siamese\ATT_Data\s27\6.pgm,1
Siamese\ATT_Data\s40\9.pgm,Siamese\ATT_Data\s40\8.pgm,1
Siamese\ATT_Data\s12\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s32\8.pgm,Siamese\ATT_Data\s32\10.pgm,1
Siamese\ATT_Data\s17\8.pgm,Siamese\ATT_Data\s17\2.pgm,1
Siamese\ATT_Data\s32\2.pgm,Siamese\ATT_Data\s32\7.pgm,1
Siamese\ATT_Data\s33\2.pgm,Siamese\ATT_Data\s33\2.pgm,1
Siamese\ATT_Data\s28\4.pgm,Siamese\ATT_Data\s28\3.pgm,1
Siamese\ATT_Data\s19\6.pgm,Siamese\ATT_Data\s19\2.pgm,1
Siamese\ATT_Data\s25\10.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s23\4.pgm,Siamese\ATT_Data\s23\2.pgm,1
Siamese\ATT_Data\s33\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s40\2.pgm,Siamese\ATT_Data\s40\1.pgm,1
Siamese\ATT_Data\s37\1.pgm,Siamese\ATT_Data\s37\2.pgm,1
Siamese\ATT_Data\s36\7.pgm,Siamese\ATT_Data\s36\9.pgm,1
Siamese\ATT_Data\s22\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s14\8.pgm,Siamese\ATT_Data\s14\7.pgm,1
Siamese\ATT_Data\s33\5.pgm,Siamese\ATT_Data\s33\7.pgm,1
Siamese\ATT_Data\s29\8.pgm,Siamese\ATT_Data\s29\3.pgm,1
Siamese\ATT_Data\s25\5.pgm,Siamese\ATT_Data\s4\2.pgm,0
Siamese\ATT_Data\s14\3.pgm,Siamese\ATT_Data\s14\3.pgm,1
Siamese\ATT_Data\s3\5.pgm,Siamese\ATT_Data\s3\7.pgm,1
Siamese\ATT_Data\s5\8.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s14\6.pgm,Siamese\ATT_Data\s14\9.pgm,1
Siamese\ATT_Data\s30\9.pgm,Siamese\ATT_Data\s30\9.pgm,1
Siamese\ATT_Data\s15\5.pgm,Siamese\ATT_Data\s15\9.pgm,1
Siamese\ATT_Data\s31\9.pgm,Siamese\ATT_Data\s31\9.pgm,1
Siamese\ATT_Data\s38\1.pgm,Siamese\ATT_Data\s38\9.pgm,1
Siamese\ATT_Data\s17\1.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s37\7.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s18\2.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s12\10.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s7\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s10\3.pgm,Siamese\ATT_Data\s10\10.pgm,1
Siamese\ATT_Data\s13\6.pgm,Siamese\ATT_Data\s13\7.pgm,1
Siamese\ATT_Data\s25\1.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s31\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s39\4.pgm,Siamese\ATT_Data\s24\8.pgm,0
Siamese\ATT_Data\s30\4.pgm,Siamese\ATT_Data\s29\2.pgm,0
Siamese\ATT_Data\s12\7.pgm,Siamese\ATT_Data\s12\2.pgm,1
Siamese\ATT_Data\s1\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s2\7.pgm,Siamese\ATT_Data\s2\7.pgm,1
Siamese\ATT_Data\s34\1.pgm,Siamese\ATT_Data\s34\7.pgm,1
Siamese\ATT_Data\s14\2.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s35\6.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s21\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s17\8.pgm,Siamese\ATT_Data\s17\4.pgm,1
Siamese\ATT_Data\s24\10.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s23\6.pgm,Siamese\ATT_Data\s23\3.pgm,1
Siamese\ATT_Data\s40\4.pgm,Siamese\ATT_Data\s40\1.pgm,1
Siamese\ATT_Data\s6\9.pgm,Siamese\ATT_Data\s6\6.pgm,1
Siamese\ATT_Data\s10\9.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s3\5.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s24\5.pgm,Siamese\ATT_Data\s24\2.pgm,1
Siamese\ATT_Data\s19\5.pgm,Siamese\ATT_Data\s19\2.pgm,1
Siamese\ATT_Data\s16\10.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s6\3.pgm,Siamese\ATT_Data\s6\5.pgm,1
Siamese\ATT_Data\s2\4.pgm,Siamese\ATT_Data\s2\3.pgm,1
Siamese\ATT_Data\s16\8.pgm,Siamese\ATT_Data\s16\10.pgm,1
Siamese\ATT_Data\s11\7.pgm,Siamese\ATT_Data\s11\3.pgm,1
Siamese\ATT_Data\s23\7.pgm,Siamese\ATT_Data\s23\2.pgm,1
Siamese\ATT_Data\s31\1.pgm,Siamese\ATT_Data\s31\9.pgm,1
Siamese\ATT_Data\s26\7.pgm,Siamese\ATT_Data\s26\10.pgm,1
Siamese\ATT_Data\s18\7.pgm,Siamese\ATT_Data\s40\4.pgm,0
Siamese\ATT_Data\s17\9.pgm,Siamese\ATT_Data\s17\6.pgm,1
Siamese\ATT_Data\s7\1.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s9\3.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s30\4.pgm,Siamese\ATT_Data\s20\7.pgm,0
Siamese\ATT_Data\s38\6.pgm,Siamese\ATT_Data\s38\1.pgm,1
Siamese\ATT_Data\s24\8.pgm,Siamese\ATT_Data\s30\9.pgm,0
Siamese\ATT_Data\s10\7.pgm,Siamese\ATT_Data\s10\4.pgm,1
